ARO	AMR gene family	ARGs	Class	resistance mechanisms	Length
ARO:3006334	ADC beta-lactamases pending classification for carbapenemase activity	ADC-162	cephalosporin	antibiotic inactivation	383
ARO:3006335	ADC beta-lactamases pending classification for carbapenemase activity	ADC-163	cephalosporin	antibiotic inactivation	383
ARO:3006336	ADC beta-lactamases pending classification for carbapenemase activity	ADC-164	cephalosporin	antibiotic inactivation	383
ARO:3006337	ADC beta-lactamases pending classification for carbapenemase activity	ADC-165	cephalosporin	antibiotic inactivation	383
ARO:3006338	ADC beta-lactamases pending classification for carbapenemase activity	ADC-166	cephalosporin	antibiotic inactivation	383
ARO:3006339	ADC beta-lactamases pending classification for carbapenemase activity	ADC-167	cephalosporin	antibiotic inactivation	383
ARO:3006340	ADC beta-lactamases pending classification for carbapenemase activity	ADC-168	cephalosporin	antibiotic inactivation	383
ARO:3006341	ADC beta-lactamases pending classification for carbapenemase activity	ADC-169	cephalosporin	antibiotic inactivation	383
ARO:3006342	ADC beta-lactamases pending classification for carbapenemase activity	ADC-170	cephalosporin	antibiotic inactivation	383
ARO:3006343	ADC beta-lactamases pending classification for carbapenemase activity	ADC-171	cephalosporin	antibiotic inactivation	384
ARO:3006344	ADC beta-lactamases pending classification for carbapenemase activity	ADC-172	cephalosporin	antibiotic inactivation	384
ARO:3006345	ADC beta-lactamases pending classification for carbapenemase activity	ADC-173	cephalosporin	antibiotic inactivation	384
ARO:3006346	ADC beta-lactamases pending classification for carbapenemase activity	ADC-174	cephalosporin	antibiotic inactivation	383
ARO:3006347	ADC beta-lactamases pending classification for carbapenemase activity	ADC-175	cephalosporin	antibiotic inactivation	383
ARO:3006348	ADC beta-lactamases pending classification for carbapenemase activity	ADC-176	cephalosporin	antibiotic inactivation	388
ARO:3006349	ADC beta-lactamases pending classification for carbapenemase activity	ADC-177	cephalosporin	antibiotic inactivation	383
ARO:3006350	ADC beta-lactamases pending classification for carbapenemase activity	ADC-178	cephalosporin	antibiotic inactivation	383
ARO:3006351	ADC beta-lactamases pending classification for carbapenemase activity	ADC-179	cephalosporin	antibiotic inactivation	383
ARO:3006352	ADC beta-lactamases pending classification for carbapenemase activity	ADC-180	cephalosporin	antibiotic inactivation	383
ARO:3006353	ADC beta-lactamases pending classification for carbapenemase activity	ADC-184	cephalosporin	antibiotic inactivation	383
ARO:3006354	ADC beta-lactamases pending classification for carbapenemase activity	ADC-185	cephalosporin	antibiotic inactivation	383
ARO:3006355	ADC beta-lactamases pending classification for carbapenemase activity	ADC-186	cephalosporin	antibiotic inactivation	383
ARO:3006356	ADC beta-lactamases pending classification for carbapenemase activity	ADC-187	cephalosporin	antibiotic inactivation	383
ARO:3006357	ADC beta-lactamases pending classification for carbapenemase activity	ADC-188	cephalosporin	antibiotic inactivation	383
ARO:3006358	ADC beta-lactamases pending classification for carbapenemase activity	ADC-189	cephalosporin	antibiotic inactivation	383
ARO:3006359	ADC beta-lactamases pending classification for carbapenemase activity	ADC-190	cephalosporin	antibiotic inactivation	383
ARO:3006360	ADC beta-lactamases pending classification for carbapenemase activity	ADC-191	cephalosporin	antibiotic inactivation	383
ARO:3006361	ADC beta-lactamases pending classification for carbapenemase activity	ADC-192	cephalosporin	antibiotic inactivation	383
ARO:3006362	ADC beta-lactamases pending classification for carbapenemase activity	ADC-193	cephalosporin	antibiotic inactivation	383
ARO:3006363	ADC beta-lactamases pending classification for carbapenemase activity	ADC-194	cephalosporin	antibiotic inactivation	383
ARO:3006364	ADC beta-lactamases pending classification for carbapenemase activity	ADC-195	cephalosporin	antibiotic inactivation	383
ARO:3006365	ADC beta-lactamases pending classification for carbapenemase activity	ADC-196	cephalosporin	antibiotic inactivation	383
ARO:3006366	ADC beta-lactamases pending classification for carbapenemase activity	ADC-197	cephalosporin	antibiotic inactivation	383
ARO:3006367	ADC beta-lactamases pending classification for carbapenemase activity	ADC-198	cephalosporin	antibiotic inactivation	384
ARO:3006368	ADC beta-lactamases pending classification for carbapenemase activity	ADC-199	cephalosporin	antibiotic inactivation	388
ARO:3006369	ADC beta-lactamases pending classification for carbapenemase activity	ADC-200	cephalosporin	antibiotic inactivation	383
ARO:3006370	ADC beta-lactamases pending classification for carbapenemase activity	ADC-201	cephalosporin	antibiotic inactivation	383
ARO:3006371	ADC beta-lactamases pending classification for carbapenemase activity	ADC-202	cephalosporin	antibiotic inactivation	383
ARO:3006372	ADC beta-lactamases pending classification for carbapenemase activity	ADC-203	cephalosporin	antibiotic inactivation	383
ARO:3006373	ADC beta-lactamases pending classification for carbapenemase activity	ADC-204	cephalosporin	antibiotic inactivation	383
ARO:3006374	ADC beta-lactamases pending classification for carbapenemase activity	ADC-205	cephalosporin	antibiotic inactivation	383
ARO:3006375	ADC beta-lactamases pending classification for carbapenemase activity	ADC-206	cephalosporin	antibiotic inactivation	383
ARO:3006376	ADC beta-lactamases pending classification for carbapenemase activity	ADC-207	cephalosporin	antibiotic inactivation	383
ARO:3006377	ADC beta-lactamases pending classification for carbapenemase activity	ADC-208	cephalosporin	antibiotic inactivation	383
ARO:3006378	ADC beta-lactamases pending classification for carbapenemase activity	ADC-209	cephalosporin	antibiotic inactivation	383
ARO:3006379	ADC beta-lactamases pending classification for carbapenemase activity	ADC-210	cephalosporin	antibiotic inactivation	383
ARO:3006380	ADC beta-lactamases pending classification for carbapenemase activity	ADC-211	cephalosporin	antibiotic inactivation	383
ARO:3006381	ADC beta-lactamases pending classification for carbapenemase activity	ADC-212	cephalosporin	antibiotic inactivation	384
ARO:3006382	ADC beta-lactamases pending classification for carbapenemase activity	ADC-213	cephalosporin	antibiotic inactivation	384
ARO:3006383	ADC beta-lactamases pending classification for carbapenemase activity	ADC-214	cephalosporin	antibiotic inactivation	383
ARO:3006384	ADC beta-lactamases pending classification for carbapenemase activity	ADC-215	cephalosporin	antibiotic inactivation	383
ARO:3006385	ADC beta-lactamases pending classification for carbapenemase activity	ADC-216	cephalosporin	antibiotic inactivation	383
ARO:3006386	ADC beta-lactamases pending classification for carbapenemase activity	ADC-217	cephalosporin	antibiotic inactivation	383
ARO:3006387	ADC beta-lactamases pending classification for carbapenemase activity	ADC-218	cephalosporin	antibiotic inactivation	384
ARO:3006388	ADC beta-lactamases pending classification for carbapenemase activity	ADC-219	cephalosporin	antibiotic inactivation	384
ARO:3006389	ADC beta-lactamases pending classification for carbapenemase activity	ADC-220	cephalosporin	antibiotic inactivation	383
ARO:3006390	ADC beta-lactamases pending classification for carbapenemase activity	ADC-221	cephalosporin	antibiotic inactivation	383
ARO:3006391	ADC beta-lactamases pending classification for carbapenemase activity	ADC-222	cephalosporin	antibiotic inactivation	383
ARO:3006392	ADC beta-lactamases pending classification for carbapenemase activity	ADC-223	cephalosporin	antibiotic inactivation	382
ARO:3006393	ADC beta-lactamases pending classification for carbapenemase activity	ADC-224	cephalosporin	antibiotic inactivation	384
ARO:3006394	ADC beta-lactamases pending classification for carbapenemase activity	ADC-225	cephalosporin	antibiotic inactivation	384
ARO:3006395	ADC beta-lactamases pending classification for carbapenemase activity	ADC-226	cephalosporin	antibiotic inactivation	383
ARO:3006396	ADC beta-lactamases pending classification for carbapenemase activity	ADC-227	cephalosporin	antibiotic inactivation	384
ARO:3006397	ADC beta-lactamases pending classification for carbapenemase activity	ADC-228	cephalosporin	antibiotic inactivation	384
ARO:3006398	ADC beta-lactamases pending classification for carbapenemase activity	ADC-229	cephalosporin	antibiotic inactivation	383
ARO:3006399	ADC beta-lactamases pending classification for carbapenemase activity	ADC-230	cephalosporin	antibiotic inactivation	383
ARO:3006400	ADC beta-lactamases pending classification for carbapenemase activity	ADC-231	cephalosporin	antibiotic inactivation	383
ARO:3006401	ADC beta-lactamases pending classification for carbapenemase activity	ADC-232	cephalosporin	antibiotic inactivation	384
ARO:3006402	ADC beta-lactamases pending classification for carbapenemase activity	ADC-233	cephalosporin	antibiotic inactivation	384
ARO:3006403	ADC beta-lactamases pending classification for carbapenemase activity	ADC-234	cephalosporin	antibiotic inactivation	382
ARO:3006404	ADC beta-lactamases pending classification for carbapenemase activity	ADC-235	cephalosporin	antibiotic inactivation	387
ARO:3006405	ADC beta-lactamases pending classification for carbapenemase activity	ADC-236	cephalosporin	antibiotic inactivation	383
ARO:3006406	ADC beta-lactamases pending classification for carbapenemase activity	ADC-237	cephalosporin	antibiotic inactivation	383
ARO:3006407	ADC beta-lactamases pending classification for carbapenemase activity	ADC-238	cephalosporin	antibiotic inactivation	383
ARO:3006408	ADC beta-lactamases pending classification for carbapenemase activity	ADC-239	cephalosporin	antibiotic inactivation	383
ARO:3006409	ADC beta-lactamases pending classification for carbapenemase activity	ADC-24	cephalosporin	antibiotic inactivation	383
ARO:3006410	ADC beta-lactamases pending classification for carbapenemase activity	ADC-240	cephalosporin	antibiotic inactivation	383
ARO:3006411	ADC beta-lactamases pending classification for carbapenemase activity	ADC-241	cephalosporin	antibiotic inactivation	383
ARO:3006412	ADC beta-lactamases pending classification for carbapenemase activity	ADC-242	cephalosporin	antibiotic inactivation	383
ARO:3006413	ADC beta-lactamases pending classification for carbapenemase activity	ADC-243	cephalosporin	antibiotic inactivation	383
ARO:3006414	ADC beta-lactamases pending classification for carbapenemase activity	ADC-244	cephalosporin	antibiotic inactivation	383
ARO:3006415	ADC beta-lactamases pending classification for carbapenemase activity	ADC-245	cephalosporin	antibiotic inactivation	383
ARO:3006416	ADC beta-lactamases pending classification for carbapenemase activity	ADC-246	cephalosporin	antibiotic inactivation	383
ARO:3006417	ADC beta-lactamases pending classification for carbapenemase activity	ADC-247	cephalosporin	antibiotic inactivation	383
ARO:3006418	ADC beta-lactamases pending classification for carbapenemase activity	ADC-248	cephalosporin	antibiotic inactivation	383
ARO:3006419	ADC beta-lactamases pending classification for carbapenemase activity	ADC-249	cephalosporin	antibiotic inactivation	383
ARO:3006420	ADC beta-lactamases pending classification for carbapenemase activity	ADC-250	cephalosporin	antibiotic inactivation	384
ARO:3006421	ADC beta-lactamases pending classification for carbapenemase activity	ADC-251	cephalosporin	antibiotic inactivation	383
ARO:3006422	ADC beta-lactamases pending classification for carbapenemase activity	ADC-252	cephalosporin	antibiotic inactivation	383
ARO:3006423	ADC beta-lactamases pending classification for carbapenemase activity	ADC-253	cephalosporin	antibiotic inactivation	383
ARO:3006424	ADC beta-lactamases pending classification for carbapenemase activity	ADC-254	cephalosporin	antibiotic inactivation	383
ARO:3006425	ADC beta-lactamases pending classification for carbapenemase activity	ADC-255	cephalosporin	antibiotic inactivation	383
ARO:3006426	ADC beta-lactamases pending classification for carbapenemase activity	ADC-256	cephalosporin	antibiotic inactivation	383
ARO:3006427	ADC beta-lactamases pending classification for carbapenemase activity	ADC-29	cephalosporin	antibiotic inactivation	383
ARO:3006428	ADC beta-lactamases pending classification for carbapenemase activity	ADC-32	cephalosporin	antibiotic inactivation	383
ARO:3006429	ADC beta-lactamases pending classification for carbapenemase activity	ADC-33	cephalosporin	antibiotic inactivation	384
ARO:3006430	ADC beta-lactamases pending classification for carbapenemase activity	ADC-38	cephalosporin	antibiotic inactivation	383
ARO:3006431	ADC beta-lactamases pending classification for carbapenemase activity	ADC-51	cephalosporin	antibiotic inactivation	383
ARO:3006432	ADC beta-lactamases pending classification for carbapenemase activity	ADC-52	cephalosporin	antibiotic inactivation	383
ARO:3006433	ADC beta-lactamases pending classification for carbapenemase activity	ADC-53	cephalosporin	antibiotic inactivation	383
ARO:3006434	ADC beta-lactamases pending classification for carbapenemase activity	ADC-54	cephalosporin	antibiotic inactivation	383
ARO:3006435	ADC beta-lactamases pending classification for carbapenemase activity	ADC-57	cephalosporin	antibiotic inactivation	383
ARO:3006436	ADC beta-lactamases pending classification for carbapenemase activity	ADC-63	cephalosporin	antibiotic inactivation	383
ARO:3006437	ADC beta-lactamases pending classification for carbapenemase activity	ADC-65	cephalosporin	antibiotic inactivation	385
ARO:3006438	ADC beta-lactamases pending classification for carbapenemase activity	ADC-66	cephalosporin	antibiotic inactivation	383
ARO:3006439	ADC beta-lactamases pending classification for carbapenemase activity	ADC-70	cephalosporin	antibiotic inactivation	383
ARO:3006440	ADC beta-lactamases pending classification for carbapenemase activity	ADC-83	cephalosporin	antibiotic inactivation	383
ARO:3006441	ADC beta-lactamases pending classification for carbapenemase activity	ADC-84	cephalosporin	antibiotic inactivation	383
ARO:3006442	ADC beta-lactamases pending classification for carbapenemase activity	ADC-85	cephalosporin	antibiotic inactivation	383
ARO:3006443	ADC beta-lactamases pending classification for carbapenemase activity	ADC-86	cephalosporin	antibiotic inactivation	383
ARO:3006444	ADC beta-lactamases pending classification for carbapenemase activity	ADC-87	cephalosporin	antibiotic inactivation	383
ARO:3006445	ADC beta-lactamases pending classification for carbapenemase activity	ADC-88	cephalosporin	antibiotic inactivation	383
ARO:3006446	ADC beta-lactamases pending classification for carbapenemase activity	ADC-89	cephalosporin	antibiotic inactivation	383
ARO:3006447	ADC beta-lactamases pending classification for carbapenemase activity	ADC-90	cephalosporin	antibiotic inactivation	383
ARO:3006448	ADC beta-lactamases pending classification for carbapenemase activity	ADC-91	cephalosporin	antibiotic inactivation	383
ARO:3006449	ADC beta-lactamases pending classification for carbapenemase activity	ADC-92	cephalosporin	antibiotic inactivation	383
ARO:3006450	ADC beta-lactamases pending classification for carbapenemase activity	ADC-93	cephalosporin	antibiotic inactivation	383
ARO:3006451	ADC beta-lactamases pending classification for carbapenemase activity	ADC-94	cephalosporin	antibiotic inactivation	383
ARO:3006452	ADC beta-lactamases pending classification for carbapenemase activity	ADC-95	cephalosporin	antibiotic inactivation	383
ARO:3006453	ADC beta-lactamases pending classification for carbapenemase activity	ADC-96	cephalosporin	antibiotic inactivation	388
ARO:3006454	ADC beta-lactamases pending classification for carbapenemase activity	ADC-97	cephalosporin	antibiotic inactivation	383
ARO:3006455	ADC beta-lactamases pending classification for carbapenemase activity	ADC-98	cephalosporin	antibiotic inactivation	383
ARO:3006456	ADC beta-lactamases pending classification for carbapenemase activity	ADC-99	cephalosporin	antibiotic inactivation	383
ARO:3006457	CMY beta-lactamase	CMY-137	cephamycin	antibiotic inactivation	381
ARO:3006458	CMY beta-lactamase	CMY-159	cephamycin	antibiotic inactivation	381
ARO:3006459	CMY beta-lactamase	CMY-167	cephamycin	antibiotic inactivation	381
ARO:3006460	CMY beta-lactamase	CMY-168	cephamycin	antibiotic inactivation	381
ARO:3006461	CMY beta-lactamase	CMY-169	cephamycin	antibiotic inactivation	376
ARO:3006462	CMY beta-lactamase	CMY-170	cephamycin	antibiotic inactivation	381
ARO:3006463	CMY beta-lactamase	CMY-174	cephamycin	antibiotic inactivation	381
ARO:3006464	CMY beta-lactamase	CMY-8b	cephamycin	antibiotic inactivation	382
ARO:3006465	DHA beta-lactamase	DHA-24	cephalosporin;cephamycin	antibiotic inactivation	379
ARO:3006466	DHA beta-lactamase	DHA-25	cephalosporin;cephamycin	antibiotic inactivation	379
ARO:3006467	DHA beta-lactamase	DHA-26	cephalosporin;cephamycin	antibiotic inactivation	379
ARO:3006468	DHA beta-lactamase	DHA-27	cephalosporin;cephamycin	antibiotic inactivation	379
ARO:3006469	DHA beta-lactamase	DHA-28	cephalosporin;cephamycin	antibiotic inactivation	379
ARO:3006470	DHA beta-lactamase	DHA-29	cephalosporin;cephamycin	antibiotic inactivation	379
